01/01/2019 06:30:00,Luke 1
02/01/2019 06:30:00,Luke 2
03/01/2019 06:30:00,Luke 3
04/01/2019 06:30:00,Luke 4
05/01/2019 06:30:00,Psalm 1
06/01/2019 06:30:00,Psalm 3
07/01/2019 06:30:00,Luke 5
08/01/2019 06:30:00,Luke 6
09/01/2019 06:30:00,Luke 7
10/01/2019 06:30:00,Luke 8
11/01/2019 06:30:00,Luke 9
12/01/2019 06:30:00,Psalm 5
13/01/2019 06:30:00,Psalm 7
14/01/2019 06:30:00,Luke 10
15/01/2019 06:30:00,Luke 11
16/01/2019 06:30:00,Luke 12
17/01/2019 06:30:00,Luke 13
18/01/2019 06:30:00,Luke 14
19/01/2019 06:30:00,Psalm 9
20/01/2019 06:30:00,Psalm 10
21/01/2019 06:30:00,Luke 15
22/01/2019 06:30:00,Luke 16
23/01/2019 06:30:00,Luke 17
24/01/2019 06:30:00,Luke 18
25/01/2019 06:30:00,Luke 19
26/01/2019 06:30:00,Psalm 11
27/01/2019 06:30:00,Psalm 13
28/01/2019 06:30:00,Luke 20
29/01/2019 06:30:00,Luke 21
30/01/2019 06:30:00,Luke 22
31/01/2019 06:30:00,Luke 23
01/02/2019 06:30:00,Luke 24
02/02/2019 06:30:00,Psalm 15
03/02/2019 06:30:00,Psalm 17
04/02/2019 06:30:00,Acts 1
05/02/2019 06:30:00,Acts 2
06/02/2019 06:30:00,Acts 3
07/02/2019 06:30:00,Acts 4
08/02/2019 06:30:00,Acts 5
09/02/2019 06:30:00,Psalm 18
10/02/2019 06:30:00,Psalm 19
11/02/2019 06:30:00,Acts 6
12/02/2019 06:30:00,Acts 7
13/02/2019 06:30:00,Acts 8
14/02/2019 06:30:00,Acts 9
15/02/2019 06:30:00,Acts 10
16/02/2019 06:30:00,Psalm 20
17/02/2019 06:30:00,Psalm 22
18/02/2019 06:30:00,Acts 11
19/02/2019 06:30:00,Acts 12
20/02/2019 06:30:00,Acts 13
21/02/2019 06:30:00,Acts 14
22/02/2019 06:30:00,Acts 15
23/02/2019 06:30:00,Psalm 23
24/02/2019 06:30:00,Psalm 25
25/02/2019 06:30:00,Acts 16
26/02/2019 06:30:00,Acts 17
27/02/2019 06:30:00,Acts 18
28/02/2019 06:30:00,Acts 19
01/03/2019 06:30:00,Acts 20
02/03/2019 06:30:00,Psalm 26
03/03/2019 06:30:00,Psalm 28
04/03/2019 06:30:00,Acts 21
05/03/2019 06:30:00,Acts 22
06/03/2019 06:30:00,Acts 23
07/03/2019 06:30:00,Acts 24
08/03/2019 06:30:00,Acts 25
09/03/2019 06:30:00,Psalm 30
10/03/2019 06:30:00,Psalm 31
11/03/2019 06:30:00,Acts 26
12/03/2019 06:30:00,Acts 27
13/03/2019 06:30:00,Acts 28
14/03/2019 06:30:00,Romans 1
15/03/2019 06:30:00,Romans 2
16/03/2019 06:30:00,Psalm 32
17/03/2019 06:30:00,Psalm 33
18/03/2019 06:30:00,Romans 3
19/03/2019 06:30:00,Romans 4
20/03/2019 06:30:00,Romans 5
21/03/2019 06:30:00,Romans 6
22/03/2019 06:30:00,Romans 7
23/03/2019 06:30:00,Psalm 34
24/03/2019 06:30:00,Psalm 35
25/03/2019 06:30:00,Romans 8
26/03/2019 06:30:00,Romans 9
27/03/2019 06:30:00,Romans 10
28/03/2019 06:30:00,Romans 11
29/03/2019 06:30:00,Romans 12
30/03/2019 06:30:00,Psalm 36
31/03/2019 06:30:00,Psalm 37
01/04/2019 06:30:00,Romans 13
02/04/2019 06:30:00,Romans 14
03/04/2019 06:30:00,Romans 15
04/04/2019 06:30:00,Romans 16
05/04/2019 06:30:00,Galatians 1
06/04/2019 06:30:00,Psalm 38
07/04/2019 06:30:00,Psalm 39
08/04/2019 06:30:00,Galatians 2
09/04/2019 06:30:00,Galatians 3
10/04/2019 06:30:00,Galatians 4
11/04/2019 06:30:00,Galatians 5
12/04/2019 06:30:00,Galatians 6
13/04/2019 06:30:00,Psalm 40
14/04/2019 06:30:00,Psalm 42
15/04/2019 06:30:00,Ephesians 1
16/04/2019 06:30:00,Ephesians 2
17/04/2019 06:30:00,Ephesians 3
18/04/2019 06:30:00,Ephesians 4
19/04/2019 06:30:00,Ephesians 5
20/04/2019 06:30:00,Psalm 44
21/04/2019 06:30:00,Psalm 45
22/04/2019 06:30:00,Ephesians 6
23/04/2019 06:30:00,Philippians 1
24/04/2019 06:30:00,Philippians 2
25/04/2019 06:30:00,Philippians 3
26/04/2019 06:30:00,Philippians 4
27/04/2019 06:30:00,Psalm 46
28/04/2019 06:30:00,Psalm 48
29/04/2019 06:30:00,Colossians 1
30/04/2019 06:30:00,Colossians 2
01/05/2019 06:30:00,Colossians 3
02/05/2019 06:30:00,Colossians 4
03/05/2019 06:30:00,Philemon
04/05/2019 06:30:00,Psalm 49
05/05/2019 06:30:00,Psalm 50
06/05/2019 06:30:00,Matthew 1
07/05/2019 06:30:00,Matthew 2
08/05/2019 06:30:00,Matthew 3
09/05/2019 06:30:00,Matthew 4
10/05/2019 06:30:00,Matthew 5
11/05/2019 06:30:00,Psalm 51
12/05/2019 06:30:00,Psalm 52
13/05/2019 06:30:00,Matthew 6
14/05/2019 06:30:00,Matthew 7
15/05/2019 06:30:00,Matthew 8
16/05/2019 06:30:00,Matthew 9
17/05/2019 06:30:00,Matthew 10
18/05/2019 06:30:00,Psalm 53
19/05/2019 06:30:00,Psalm 55
20/05/2019 06:30:00,Matthew 11
21/05/2019 06:30:00,Matthew 12
22/05/2019 06:30:00,Matthew 13
23/05/2019 06:30:00,Matthew 14
24/05/2019 06:30:00,Matthew 15
25/05/2019 06:30:00,Psalm 56
26/05/2019 06:30:00,Psalm 58
27/05/2019 06:30:00,Matthew 16
28/05/2019 06:30:00,Matthew 17
29/05/2019 06:30:00,Matthew 18
30/05/2019 06:30:00,Matthew 19
31/05/2019 06:30:00,Matthew 20
01/06/2019 06:30:00,Psalm 60
02/06/2019 06:30:00,Psalm 62
03/06/2019 06:30:00,Matthew 21
04/06/2019 06:30:00,Matthew 22
05/06/2019 06:30:00,Matthew 23
06/06/2019 06:30:00,Matthew 24
07/06/2019 06:30:00,Matthew 25
08/06/2019 06:30:00,Psalm 64
09/06/2019 06:30:00,Psalm 66
10/06/2019 06:30:00,Matthew 26
11/06/2019 06:30:00,Matthew 27
12/06/2019 06:30:00,Matthew 28
13/06/2019 06:30:00,1 Corinthians 1
14/06/2019 06:30:00,1 Corinthians 2
15/06/2019 06:30:00,Psalm 68
16/06/2019 06:30:00,Psalm 69
17/06/2019 06:30:00,1 Corinthians 3
18/06/2019 06:30:00,1 Corinthians 4
19/06/2019 06:30:00,1 Corinthians 5
20/06/2019 06:30:00,1 Corinthians 6
21/06/2019 06:30:00,1 Corinthians 7
22/06/2019 06:30:00,Psalm 70
23/06/2019 06:30:00,Psalm 72
24/06/2019 06:30:00,1 Corinthians 8
25/06/2019 06:30:00,1 Corinthians 9
26/06/2019 06:30:00,1 Corinthians 10
27/06/2019 06:30:00,1 Corinthians 11
28/06/2019 06:30:00,1 Corinthians 12
29/06/2019 06:30:00,Psalm 73
30/06/2019 06:30:00,Psalm 74
01/07/2019 06:30:00,1 Corinthians 13
02/07/2019 06:30:00,1 Corinthians 14
03/07/2019 06:30:00,1 Corinthians 15
04/07/2019 06:30:00,1 Corinthians 16
05/07/2019 06:30:00,2 Corinthians 1
06/07/2019 06:30:00,Psalm 75
07/07/2019 06:30:00,Psalm 77
08/07/2019 06:30:00,2 Corinthians 2
09/07/2019 06:30:00,2 Corinthians 3
10/07/2019 06:30:00,2 Corinthians 4
11/07/2019 06:30:00,2 Corinthians 5
12/07/2019 06:30:00,2 Corinthians 6
13/07/2019 06:30:00,Psalm 78:1-39
14/07/2019 06:30:00,Psalm 78:40-72
15/07/2019 06:30:00,2 Corinthians 7
16/07/2019 06:30:00,2 Corinthians 8
17/07/2019 06:30:00,2 Corinthians 9
18/07/2019 06:30:00,2 Corinthians 10
19/07/2019 06:30:00,2 Corinthians 11
20/07/2019 06:30:00,Psalm 79
21/07/2019 06:30:00,Psalm 80
22/07/2019 06:30:00,2 Corinthians 12
23/07/2019 06:30:00,2 Corinthians 13
24/07/2019 06:30:00,1 Thessalonians 1
25/07/2019 06:30:00,1 Thessalonians 2
26/07/2019 06:30:00,1 Thessalonians 3
27/07/2019 06:30:00,Psalm 81-82
28/07/2019 06:30:00,Psalm 83-84
29/07/2019 06:30:00,1 Thessalonians 4
30/07/2019 06:30:00,1 Thessalonians 5
31/07/2019 06:30:00,2 Thessalonians 1
01/08/2019 06:30:00,2 Thessalonians 2
02/08/2019 06:30:00,2 Thessalonians 3
03/08/2019 06:30:00,Psalm 85
04/08/2019 06:30:00,Psalm 86
05/08/2019 06:30:00,Mark 1
06/08/2019 06:30:00,Mark 2
07/08/2019 06:30:00,Mark 3
08/08/2019 06:30:00,Mark 4
09/08/2019 06:30:00,Mark 5
10/08/2019 06:30:00,Psalm 88
11/08/2019 06:30:00,Psalm 89
12/08/2019 06:30:00,Mark 6
13/08/2019 06:30:00,Mark 7
14/08/2019 06:30:00,Mark 8
15/08/2019 06:30:00,Mark 9
16/08/2019 06:30:00,Mark 10
17/08/2019 06:30:00,Psalm 90
18/08/2019 06:30:00,Psalm 91
19/08/2019 06:30:00,Mark 11
20/08/2019 06:30:00,Mark 12
21/08/2019 06:30:00,Mark 13
22/08/2019 06:30:00,Mark 14
23/08/2019 06:30:00,Mark 15
24/08/2019 06:30:00,Psalm 92
25/08/2019 06:30:00,Psalm 94
26/08/2019 06:30:00,Mark 16:1-8
27/08/2019 06:30:00,1 Peter 1
28/08/2019 06:30:00,1 Peter 2
29/08/2019 06:30:00,1 Peter 3
30/08/2019 06:30:00,1 Peter 4
31/08/2019 06:30:00,Psalm 95
01/09/2019 06:30:00,Psalm 96-97
02/09/2019 06:30:00,1 Peter 5
03/09/2019 06:30:00,2 Peter 1
04/09/2019 06:30:00,2 Peter 2
05/09/2019 06:30:00,2 Peter 3
06/09/2019 06:30:00,1 Timothy 1
07/09/2019 06:30:00,Psalm 98-99
08/09/2019 06:30:00,Psalm 100-101
09/09/2019 06:30:00,1 Timothy 2
10/09/2019 06:30:00,1 Timothy 3
11/09/2019 06:30:00,1 Timothy 4
12/09/2019 06:30:00,1 Timothy 5
13/09/2019 06:30:00,1 Timothy 6
14/09/2019 06:30:00,Psalm 102
15/09/2019 06:30:00,Psalm 103
16/09/2019 06:30:00,2 Timothy 1
17/09/2019 06:30:00,2 Timothy 2
18/09/2019 06:30:00,2 Timothy 3
19/09/2019 06:30:00,2 Timothy 4
20/09/2019 06:30:00,Titus 1
21/09/2019 06:30:00,Psalm 104
22/09/2019 06:30:00,Psalm 105
23/09/2019 06:30:00,Titus 2
24/09/2019 06:30:00,Titus 3
25/09/2019 06:30:00,James 1
26/09/2019 06:30:00,James 2
27/09/2019 06:30:00,James 3
28/09/2019 06:30:00,Psalm 106
29/09/2019 06:30:00,Psalm 107
30/09/2019 06:30:00,James 4
01/10/2019 06:30:00,James 5
02/10/2019 06:30:00,Hebrews 1
03/10/2019 06:30:00,Hebrews 2
04/10/2019 06:30:00,Hebrews 3
05/10/2019 06:30:00,Psalm 108-109
06/10/2019 06:30:00,Psalm 110
07/10/2019 06:30:00,Hebrews 4
08/10/2019 06:30:00,Hebrews 5
09/10/2019 06:30:00,Hebrews 6
10/10/2019 06:30:00,Hebrews 7
11/10/2019 06:30:00,Hebrews 8
12/10/2019 06:30:00,Psalm 111-112
13/10/2019 06:30:00,Psalm 113-114
14/10/2019 06:30:00,Hebrews 9
15/10/2019 06:30:00,Hebrews 10
16/10/2019 06:30:00,Hebrews 11
17/10/2019 06:30:00,Hebrews 12
18/10/2019 06:30:00,Hebrews 13
19/10/2019 06:30:00,Psalm 115
20/10/2019 06:30:00,Psalm 116-117
21/10/2019 06:30:00,Jude
22/10/2019 06:30:00,1 John 1
23/10/2019 06:30:00,1 John 2
24/10/2019 06:30:00,1 John 3
25/10/2019 06:30:00,1 John 4
26/10/2019 06:30:00,Psalm 118
27/10/2019 06:30:00,Psalm 119:1-32
28/10/2019 06:30:00,1 John 5
29/10/2019 06:30:00,2 John
30/10/2019 06:30:00,3 John
31/10/2019 06:30:00,Revelation 1
01/11/2019 06:30:00,Revelation 2
02/11/2019 06:30:00,Psalm 119:33-64
03/11/2019 06:30:00,Psalm 119:65-96
04/11/2019 06:30:00,Revelation 3
05/11/2019 06:30:00,Revelation 4
06/11/2019 06:30:00,Revelation 5
07/11/2019 06:30:00,Revelation 6
08/11/2019 06:30:00,Revelation 7
09/11/2019 06:30:00,Psalm 119:97-136
10/11/2019 06:30:00,Psalm 119:137-176
11/11/2019 06:30:00,Revelation 8
12/11/2019 06:30:00,Revelation 9
13/11/2019 06:30:00,Revelation 10
14/11/2019 06:30:00,Revelation 11
15/11/2019 06:30:00,Revelation 12
16/11/2019 06:30:00,Psalm 120
17/11/2019 06:30:00,Psalm 123
18/11/2019 06:30:00,Revelation 13
19/11/2019 06:30:00,Revelation 14
20/11/2019 06:30:00,Revelation 15
21/11/2019 06:30:00,Revelation 16
22/11/2019 06:30:00,Revelation 17
23/11/2019 06:30:00,Psalm 126
24/11/2019 06:30:00,Psalm 129
25/11/2019 06:30:00,Revelation 18
26/11/2019 06:30:00,Revelation 19
27/11/2019 06:30:00,Revelation 20
28/11/2019 06:30:00,Revelation 21
29/11/2019 06:30:00,Revelation 22
30/11/2019 06:30:00,Psalm 132
01/12/2019 06:30:00,Psalm 135
02/12/2019 06:30:00,John 1
03/12/2019 06:30:00,John 2
04/12/2019 06:30:00,John 3
05/12/2019 06:30:00,John 4
06/12/2019 06:30:00,John 5
07/12/2019 06:30:00,Psalm 137
08/12/2019 06:30:00,Psalm 139
09/12/2019 06:30:00,John 6
10/12/2019 06:30:00,John 7
11/12/2019 06:30:00,John 8
12/12/2019 06:30:00,John 9
13/12/2019 06:30:00,John 10
14/12/2019 06:30:00,Psalm 140
15/12/2019 06:30:00,Psalm 142
16/12/2019 06:30:00,John 11
17/12/2019 06:30:00,John 12
18/12/2019 06:30:00,John 13
19/12/2019 06:30:00,John 14
20/12/2019 06:30:00,John 15
21/12/2019 06:30:00,Psalm 144
22/12/2019 06:30:00,Psalm 145
23/12/2019 06:30:00,John 16
24/12/2019 06:30:00,John 17
25/12/2019 06:30:00,John 18
26/12/2019 06:30:00,John 19
27/12/2019 06:30:00,John 20
28/12/2019 06:30:00,Psalm 146
29/12/2019 06:30:00,Psalm 148
30/12/2019 06:30:00,John 21
31/12/2019 06:30:00,Psalm 150
